# r[kpc] v[km/s] after masskurve
0.0 0
0.073 116
0.194 189
0.511 307
0.590 330
0.608 325
1.580 208
1.700 202
1.775 199
1.994 190
2.188 185
2.407 180
2.601 178
2.796 177
2.990 177
3.501 183
3.987 193
4.498 205
5.008 216
5.494 225
6.005 232
6.491 236
7.002 237
7.488 238
7.998 237
8.509 236
8.995 235
9.506 233
9.992 231
10.989 225
19.1 224
