0.12	229.2
0.14	265.8
0.23	255.7
0.24	265.2
0.26	266.4
0.31	258.2
0.37	260.1
0.41	262.0
0.47	261.4
0.51	258.2
0.54	253.8
0.56	249.4
0.65	239.3
0.69	239.3
0.89	232.3
0.91	228.5
0.94	231.1
0.98	226.6
1.08	224.7
1.28	220.3
1.50	213.4
1.73	210.9
1.95	209.6
2.15	206.4
2.31	203.9
2.43	202.7
2.55	201.4
2.67	201.4
2.78	203.3
2.90	202.0
3.40	210.2
3.75	217.8
4.03	224.7
4.44	219.1
4.97	219.1
5.70	222.9
6.08	227.3
7.44	227.3
8.07	214.0
