0 0 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376035  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034
0 1 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.01289916 0.33979272  0.10653666 0.00403741 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034
0 2 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00417435 0.01844208  0.00828223 0.00377245 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034 0.00376034 0.00376034 0.00376034  0.00376034 0.00376034 0.00376034
1 0 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515647 0.00515647  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646
1 1 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.01307781 0.31045845 0.13514579  0.00581507 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646
1 2 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00553274 0.01920471 0.01122662  0.00518684 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646 0.00515646 0.00515646 0.00515646  0.00515646 0.00515646 0.00515646
2 0 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531166 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165
2 1 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00532275 0.01984935 0.33324276 0.11113912 0.00584182  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165
2 2 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531216 0.0060287  0.02056249 0.01027203 0.00533633  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165 0.00531165 0.00531165 0.00531165  0.00531165 0.00531165 0.00531165
3 0 0.00331257 0.00331257 0.00331257 0.00331257 0.00331257 0.00331257  0.00331257 0.00331257 0.00331257 0.00331258 0.00331257 0.00331257  0.00331257 0.00331257 0.00331257 0.00331257 0.00331257 0.00331257  0.00331257 0.00331257 0.00331257 0.00331257 0.00331257 0.00331257  0.00331257 0.00331257 0.00331257 0.00331257 0.00331257 0.00331257  0.00331257 0.00331257 0.00331257 0.00331257 0.00331257 0.00331257  0.00331257 0.00331257 0.00331257 0.00331257 0.00331257 0.00331257  0.00331257 0.00331257 0.00331257 0.00331257 0.00331257 0.00331257  0.00331257 0.00331257 0.00331257
