[-17000.      0.  -5000.]    0.23671979771326337
[-17000.      0.  -4000.]    0.25258748888265886
[-17000.      0.  -3000.]    0.26511347461060686
[-17000.      0.  -2000.]    0.2741645588400202
[-17000.      0.  -1000.]    0.2796383689159467
[-17000.      0.      0.]    0.2814703312309427
[-17000.      0.   1000.]    0.2796383689159467
[-17000.      0.   2000.]    0.2741645588400202
[-17000.      0.   3000.]    0.26511347461060686
[-17000.      0.   4000.]    0.25258748888265886
[-17000.      0.   5000.]    0.23671979771326337
[-16000.      0.  -8000.]    0.22628211194003708
[-16000.      0.  -7000.]    0.25258748888265886
[-16000.      0.  -6000.]    0.2759855108405915
[-16000.      0.  -5000.]    0.300287779883007
[-16000.      0.  -4000.]    0.32099980175348947
[-16000.      0.  -3000.]    0.3379265175659477
[-16000.      0.  -2000.]    0.3501671716023489
[-16000.      0.  -1000.]    0.35757396499610145
[-16000.      0.      0.]    0.3600535441599932
[-16000.      0.   1000.]    0.35757396499610145
[-16000.      0.   2000.]    0.3501671716023489
[-16000.      0.   3000.]    0.3379265175659477
[-16000.      0.   4000.]    0.32099980175348947
[-16000.      0.   5000.]    0.300287779883007
[-16000.      0.   6000.]    0.2759855108405915
[-16000.      0.   7000.]    0.25258748888265886
[-16000.      0.   8000.]    0.22628211194003708
[-15000.      0.  -9000.]    0.2508114880825015
[-15000.      0.  -8000.]    0.2814703312309427
[-15000.      0.  -7000.]    0.31620709411932524
[-15000.      0.  -6000.]    0.3477087488603193
[-15000.      0.  -5000.]    0.3791623354203562
[-15000.      0.  -4000.]    0.40844454857172435
[-15000.      0.  -3000.]    0.4308247789020816
[-15000.      0.  -2000.]    0.44748647755823506
[-15000.      0.  -1000.]    0.45757809500909774
[-15000.      0.      0.]    0.4609581429908008
[-15000.      0.   1000.]    0.45757809500909774
[-15000.      0.   2000.]    0.44748647755823506
[-15000.      0.   3000.]    0.4308247789020816
[-15000.      0.   4000.]    0.40844454857172435
[-15000.      0.   5000.]    0.3791623354203562
[-15000.      0.   6000.]    0.3477087488603193
[-15000.      0.   7000.]    0.31620709411932524
[-15000.      0.   8000.]    0.2814703312309427
[-15000.      0.   9000.]    0.2508114880825015
[-14000.      0. -11000.]    0.2314872602857235
[-14000.      0. -10000.]    0.2687232806274145
[-14000.      0.  -9000.]    0.30987995901532134
[-14000.      0.  -8000.]    0.3501671716023489
[-14000.      0.  -7000.]    0.39535149528305424
[-14000.      0.  -6000.]    0.4374662064215736
[-14000.      0.  -5000.]    0.4794597794539615
[-14000.      0.  -4000.]    0.5212694721020653
[-14000.      0.  -3000.]    0.554694226879287
[-14000.      0.  -2000.]    0.5789470047723092
[-14000.      0.  -1000.]    0.5936573887634761
[-14000.      0.      0.]    0.5986725778413546
[-14000.      0.   1000.]    0.5936573887634761
[-14000.      0.   2000.]    0.5789470047723092
[-14000.      0.   3000.]    0.554694226879287
[-14000.      0.   4000.]    0.5212694721020653
[-14000.      0.   5000.]    0.4794597794539615
[-14000.      0.   6000.]    0.4374662064215736
[-14000.      0.   7000.]    0.39535149528305424
[-14000.      0.   8000.]    0.3501671716023489
[-14000.      0.   9000.]    0.30987995901532134
[-14000.      0.  10000.]    0.2687232806274145
[-14000.      0.  11000.]    0.2314872602857235
[-13000.      0. -12000.]    0.23847016018699455
[-13000.      0. -11000.]    0.2796383689159467
[-13000.      0. -10000.]    0.3282247540250809
[-13000.      0.  -9000.]    0.3791623354203562
[-13000.      0.  -8000.]    0.43414166027951767
