6.6922048543232435 [-5.  0. -3.]
7.694230082729172 [-5.  0. -2.]
8.337417853354856 [-5.  0. -1.]
8.559990586975223 [-5.  0.  0.]
8.337417853354856 [-5.  0.  1.]
7.694230082729172 [-5.  0.  2.]
6.6922048543232435 [-5.  0.  3.]
7.083535688389188 [-4.  0. -4.]
8.559990586975223 [-4.  0. -3.]
10.077398398621183 [-4.  0. -2.]
10.079729450651007 [-4.  0. -1.]
10.080551630256396 [-4.  0.  0.]
10.079729450651007 [-4.  0.  1.]
10.077398398621183 [-4.  0.  2.]
8.559990586975223 [-4.  0.  3.]
7.083535688389188 [-4.  0.  4.]
6.6922048543232435 [-3.  0. -5.]
8.559990586975223 [-3.  0. -4.]
10.078931117600003 [-3.  0. -3.]
9.990191604869574 [-3.  0. -2.]
9.888646809209419 [-3.  0. -1.]
9.851472361479166 [-3.  0.  0.]
9.888646809209419 [-3.  0.  1.]
9.990191604869574 [-3.  0.  2.]
10.078931117600003 [-3.  0.  3.]
8.559990586975223 [-3.  0.  4.]
6.6922048543232435 [-3.  0.  5.]
7.694230082729172 [-2.  0. -5.]
10.077398398621183 [-2.  0. -4.]
9.990191604869574 [-2.  0. -3.]
9.782006745716343 [-2.  0. -2.]
9.542175170618355 [-2.  0. -1.]
9.446597082329934 [-2.  0.  0.]
9.542175170618355 [-2.  0.  1.]
9.782006745716343 [-2.  0.  2.]
9.990191604869574 [-2.  0.  3.]
10.077398398621183 [-2.  0.  4.]
7.694230082729172 [-2.  0.  5.]
8.337417853354856 [-1.  0. -5.]
10.079729450651007 [-1.  0. -4.]
9.888646809209419 [-1.  0. -3.]
9.542175170618355 [-1.  0. -2.]
9.111599988090855 [-1.  0. -1.]
8.841386396471721 [-1.  0.  0.]
9.111599988090855 [-1.  0.  1.]
9.542175170618355 [-1.  0.  2.]
9.888646809209419 [-1.  0.  3.]
10.079729450651007 [-1.  0.  4.]
8.337417853354856 [-1.  0.  5.]
8.559990586975223 [ 0.  0. -5.]
10.080551630256396 [ 0.  0. -4.]
9.851472361479166 [ 0.  0. -3.]
9.446597082329934 [ 0.  0. -2.]
8.841386396471721 [ 0.  0. -1.]
8.06475156807701 [0. 0. 0.]
8.841386396471721 [0. 0. 1.]
9.446597082329934 [0. 0. 2.]
9.851472361479166 [0. 0. 3.]
10.080551630256396 [0. 0. 4.]
8.559990586975223 [0. 0. 5.]
8.337417853354856 [ 1.  0. -5.]
10.079729450651007 [ 1.  0. -4.]
9.888646809209419 [ 1.  0. -3.]
9.542175170618355 [ 1.  0. -2.]
9.111599988090855 [ 1.  0. -1.]
8.841386396471721 [1. 0. 0.]
9.111599988090855 [1. 0. 1.]
9.542175170618355 [1. 0. 2.]
9.888646809209419 [1. 0. 3.]
10.079729450651007 [1. 0. 4.]
8.337417853354856 [1. 0. 5.]
7.694230082729172 [ 2.  0. -5.]
10.077398398621183 [ 2.  0. -4.]
9.990191604869574 [ 2.  0. -3.]
9.782006745716343 [ 2.  0. -2.]
9.542175170618355 [ 2.  0. -1.]
9.446597082329934 [2. 0. 0.]
9.542175170618355 [2. 0. 1.]
9.782006745716343 [2. 0. 2.]
9.990191604869574 [2. 0. 3.]
10.077398398621183 [2. 0. 4.]
7.694230082729172 [2. 0. 5.]
6.6922048543232435 [ 3.  0. -5.]
8.559990586975223 [ 3.  0. -4.]
10.078931117600003 [ 3.  0. -3.]
9.990191604869574 [ 3.  0. -2.]
9.888646809209419 [ 3.  0. -1.]
9.851472361479166 [3. 0. 0.]
9.888646809209419 [3. 0. 1.]
9.990191604869574 [3. 0. 2.]
10.078931117600003 [3. 0. 3.]
8.559990586975223 [3. 0. 4.]
6.6922048543232435 [3. 0. 5.]
7.083535688389188 [ 4.  0. -4.]
8.559990586975223 [ 4.  0. -3.]
10.077398398621183 [ 4.  0. -2.]
10.079729450651007 [ 4.  0. -1.]
10.080551630256396 [4. 0. 0.]
10.079729450651007 [4. 0. 1.]
10.077398398621183 [4. 0. 2.]
8.559990586975223 [4. 0. 3.]
7.083535688389188 [4. 0. 4.]
6.6922048543232435 [ 5.  0. -3.]
7.694230082729172 [ 5.  0. -2.]
8.337417853354856 [ 5.  0. -1.]
8.559990586975223 [5. 0. 0.]
8.337417853354856 [5. 0. 1.]
7.694230082729172 [5. 0. 2.]
6.6922048543232435 [5. 0. 3.]
