n	M	chi	3.1mm	2.4mm	1.8mm	1.3mm	1.0mm	850um	700um	550um	420um	300um	240um	188.4um	177.8um	167.9um	158.5um	149.6um	141.3um	133.4um	125.9um	118.9um	112.2um	105.9um	100.0um	94.41um	89.13um	84.14um	79.43um	74.99um	70.79um	66.83um	63.1um	59.57um	56.23um	53.09um	50.12um	47.32um	44.67um	44.28um	42.75um	41.33um	39.99um	38.74um	37.57um	36.47um	35.42um	34.44um	33.51um	32.63um	31.79um	31.um	30.24um	29.52um	28.83um	28.18um	27.55um	26.95um	26.38um	25.83um	25.3um	24.8um	24.31um	23.84um	23.39um	22.96um	22.54um	22.14um	21.75um	21.38um	21.01um	20.66um	20.32um	20.um	19.68um	19.37um	19.07um	18.79um	18.5um	18.23um	17.97um	17.71um	17.46um	17.22um	16.98um	16.75um	16.53um	16.31um	16.1um	15.89um	15.69um	15.5um	15.31um	15.12um	14.94um	14.42um	13.93um	13.78um	13.62um	13.48um	13.33um	13.19um	13.05um	12.91um	12.78um	12.65um	12.52um	12.4um	12.28um	12.15um	12.04um	11.92um	11.81um	11.7um	11.59um	11.48um	11.37um	11.27um	11.17um	11.07um	10.97um	10.88um	10.78um	10.69um	10.6um	10.51um	10.42um	10.33um	10.16um	10.08um	9.998um	9.918um	9.84um	9.762um	9.686um	9.611um	9.537um	9.464um	9.392um	9.322um	9.252um	9.184um	9.116um	9.05um	8.984um	8.919um	8.856um	8.793um	8.731um	8.67um	8.61um	8.55um	8.492um	8.434um	8.377um	8.321um	8.265um	8.211um	8.157um	8.103um	8.051um	7.999um	7.947um	7.897um	7.847um	7.797um	7.749um	7.701um	7.653um	7.606um	7.56um	7.514um	7.424um	7.38um	7.336um	7.293um	7.25um	7.208um	7.166um	7.125um	7.085um	7.044um	7.005um	6.965um	6.926um	6.888um	6.85um	6.812um	6.775um	6.738um	6.702um	6.595um	6.491um	6.391um	6.293um	6.199um	6.107um	5.989um	5.904um	5.793um	5.61um	5.39um	5.209um	4.999um	4.805um	4.592um	4.396um	4.203um	3.999um	3.936um	3.874um	3.815um	3.757um	3.701um	3.647um	3.594um	3.542um	3.492um	3.444um	3.397um	3.342um	3.324um	3.306um	3.297um	3.29um	3.28um	3.246um	3.204um	3.099um	3.002um	2.8um	2.661um	2.512um	2.371um	2.239um	2.113um	1.995um	1.884um	1.778um	1.679um	1.585um	1.496um	1.413um	1.334um	1.259um	1.189um	1.122um	1.059um	1.um	944.1nm	891.3nm	841.4nm	794.3nm	749.9nm	707.9nm	668.3nm	631nm	595.7nm	562.3nm	530.9nm	501.2nm	473.2nm	446.7nm	421.7nm	398.1nm	375.8nm	354.8nm	335nm	316.2nm	298.5nm	281.8nm	266.1nm	251.2nm	237.1nm	223.9nm	211.3nm	199.5nm	188.4nm	177.8nm	167.9nm	158.5nm	149.6nm	141.3nm	133.4nm	125.9nm	121.6nm	118.9nm	112.2nm	105.9nm	100nm	94.41nm	89.13nm	84.14nm	79.43nm	74.99nm	70.79nm	66.83nm	63.1nm	59.57nm	58.4nm	56.23nm	53.09nm	50.12nm	47.32nm	44.67nm	42.17nm	39.81nm	37.58nm	35.48nm	33.5nm	31.62nm	30.4nm	29.85nm	28.18nm	26.61nm	25.12nm	23.71nm	22.39nm	19.95nm	17.78nm	15.85nm	14.13nm	12.59nm	11.22nm	10.6nm	10nm	9nm	8nm	7nm	6nm	5nm	4nm	3nm	2nm	1nm
10	00	00	30.22	70.19	177.4	488.8	1065.	1685.	2830.	5090.	8876.	14430.	16740.	15970.	15200.	14240.	13110.	11850.	10520.	9141.	7767.	6464.	5238.	4139.	3191.	2389.	1736.	1221.	830.9	545.8	345.	209.7	122.4	68.2	36.22	18.36	8.838	4.048	1.77	1.556	0.9273	0.5668	0.3619	0.247	0.1841	0.151	0.135	0.1288	0.1281	0.1307	0.1352	0.1409	0.1472	0.1541	0.1612	0.1687	0.1763	0.1842	0.1922	0.2005	0.2089	0.2175	0.2262	0.2352	0.2442	0.2535	0.263	0.2726	0.2824	0.2923	0.3024	0.3127	0.3232	0.3338	0.3447	0.3556	0.3668	0.3781	0.3896	0.4013	0.4131	0.4251	0.4373	0.4497	0.4621	0.4748	0.4877	0.5007	0.5139	0.5273	0.5408	0.5545	0.5684	0.5824	0.5967	0.6404	0.6856	0.7009	0.7165	0.7322	0.7482	0.7642	0.7804	0.7968	0.8135	0.8302	0.8471	0.8642	0.8814	0.8988	0.9164	0.9342	0.952	0.9702	0.9884	1.007	1.025	1.044	1.063	1.082	1.101	1.121	1.14	1.16	1.18	1.2	1.22	1.241	1.282	1.303	1.324	1.345	1.367	1.388	1.41	1.432	1.454	1.477	1.499	1.522	1.544	1.567	1.59	1.614	1.637	1.661	1.685	1.709	1.733	1.757	1.781	1.806	1.831	1.856	1.881	1.906	1.932	1.957	1.983	2.009	2.035	2.061	2.088	2.114	2.141	2.168	2.195	2.222	2.25	2.277	2.305	2.333	2.389	2.418	2.446	2.475	2.504	2.533	2.562	2.591	2.621	2.651	2.68	2.71	2.741	2.771	2.801	2.832	2.863	2.894	2.925	3.02	3.115	3.213	3.312	3.412	3.514	3.651	3.757	3.899	4.154	4.494	4.807	5.213	5.634	6.161	6.71	7.33	8.078	8.335	8.596	8.861	9.129	9.402	9.678	9.959	10.24	10.53	10.82	11.12	11.48	11.6	11.72	11.78	11.83	11.9	12.15	12.46	13.29	14.14	16.19	17.87	19.98	22.33	24.94	27.88	31.12	34.72	38.78	43.24	48.23	53.79	59.88	66.7	74.3	82.63	91.98	102.3	113.6	126.1	139.9	155.1	171.9	190.2	210.4	232.4	256.5	282.7	311.4	342.3	375.9	412.1	451.1	492.9	537.5	585.	635.	687.5	742.6	799.4	857.6	916.2	974.9	1032.	1085.	1137.	1185.	1225.	1255.	1271.	1271.	1253.	1213.	1149.	1057.	988.4	938.4	789.6	615.2	423.	222.	7.783e-49	7.78e-49	7.773e-49	7.773e-49	7.784e-49	7.803e-49	7.82e-49	7.832e-49	7.835e-49	7.841e-49	7.849e-49	7.855e-49	7.862e-49	7.868e-49	7.874e-49	7.877e-49	7.879e-49	7.881e-49	7.88e-49	7.884e-49	7.886e-49	7.887e-49	7.891e-49	7.893e-49	7.896e-49	7.898e-49	7.895e-49	7.902e-49	7.908e-49	7.913e-49	7.918e-49	7.922e-49	7.922e-49	7.924e-49	7.925e-49	7.932e-49	7.935e-49	7.94e-49	7.946e-49	7.952e-49	7.936e-49	7.953e-49	7.959e-49	7.968e-49
10	00	-10	18.08	40.75	98.4	251.6	503.5	744.5	1131.	1729.	2359.	2496.	1980.	1125.	928.2	748.9	588.1	449.	334.3	240.9	167.7	113.4	73.47	45.89	27.63	15.92	8.763	4.595	2.291	1.084	0.4851	0.2057	0.08349	0.03331	0.01435	0.007983	0.006287	0.006246	0.006784	0.00689	0.007356	0.007858	0.008384	0.00893	0.009495	0.01008	0.01068	0.01129	0.01193	0.01258	0.01325	0.01394	0.01464	0.01536	0.0161	0.01685	0.01763	0.01842	0.01922	0.02005	0.02089	0.02175	0.02262	0.02352	0.02442	0.02535	0.0263	0.02726	0.02824	0.02923	0.03024	0.03127	0.03232	0.03338	0.03447	0.03556	0.03668	0.03781	0.03896	0.04013	0.04131	0.04251	0.04373	0.04497	0.04621	0.04748	0.04877	0.05007	0.05139	0.05273	0.05408	0.05545	0.05684	0.05824	0.05967	0.06404	0.06856	0.07009	0.07165	0.07322	0.07482	0.07642	0.07804	0.07968	0.08135	0.08302	0.08471	0.08642	0.08814	0.08988	0.09164	0.09342	0.0952	0.09702	0.09884	0.1007	0.1025	0.1044	0.1063	0.1082	0.1101	0.1121	0.114	0.116	0.118	0.12	0.122	0.1241	0.1282	0.1303	0.1324	0.1345	0.1367	0.1388	0.141	0.1432	0.1454	0.1477	0.1499	0.1522	0.1544	0.1567	0.159	0.1614	0.1637	0.1661	0.1685	0.1709	0.1733	0.1757	0.1781	0.1806	0.1831	0.1856	0.1881	0.1906	0.1932	0.1957	0.1983	0.2009	0.2035	0.2061	0.2088	0.2114	0.2141	0.2168	0.2195	0.2222	0.225	0.2277	0.2305	0.2333	0.2389	0.2418	0.2446	0.2475	0.2504	0.2533	0.2562	0.2591	0.2621	0.2651	0.268	0.271	0.2741	0.2771	0.2801	0.2832	0.2863	0.2894	0.2925	0.302	0.3115	0.3213	0.3312	0.3412	0.3514	0.3651	0.3757	0.3899	0.4154	0.4494	0.4807	0.5213	0.5634	0.6161	0.671	0.733	0.8078	0.8335	0.8596	0.8861	0.9129	0.9402	0.9678	0.9959	1.024	1.053	1.082	1.112	1.148	1.16	1.172	1.178	1.183	1.19	1.215	1.246	1.329	1.414	1.619	1.787	1.998	2.233	2.494	2.788	3.112	3.472	3.878	4.324	4.823	5.379	5.988	6.67	7.43	8.263	9.198	10.23	11.36	12.61	13.99	15.51	17.19	19.02	21.04	23.24	25.65	28.27	31.14	34.23	37.59	41.21	45.11	49.29	53.75	58.5	63.5	68.75	74.26	79.94	85.76	91.62	97.49	103.2	108.5	113.7	118.5	122.5	125.5	127.1	127.1	125.3	121.3	114.9	105.7	98.84	93.84	78.96	61.52	42.3	22.2	7.783e-49	7.78e-49	7.773e-49	7.773e-49	7.784e-49	7.803e-49	7.82e-49	7.832e-49	7.835e-49	7.841e-49	7.849e-49	7.855e-49	7.862e-49	7.868e-49	7.874e-49	7.877e-49	7.879e-49	7.881e-49	7.88e-49	7.884e-49	7.886e-49	7.887e-49	7.891e-49	7.893e-49	7.896e-49	7.898e-49	7.895e-49	7.902e-49	7.908e-49	7.913e-49	7.918e-49	7.922e-49	7.922e-49	7.924e-49	7.925e-49	7.932e-49	7.935e-49	7.94e-49	7.946e-49	7.952e-49	7.936e-49	7.953e-49	7.959e-49	7.968e-49
10	00	10	48.83	115.6	300.6	866.7	1988.	3277.	5849.	11600.	23500.	49950.	73950.	99180.	103800.	107400.	110000.	111200.	111000.	109400.	106200.	101600.	95520.	88330.	80290.	71580.	62550.	53500.	44750.	36560.	29120.	22590.	17060.	12500.	8864.	6092.	4041.	2584.	1588.	1469.	1066.	770.	554.1	397.3	284.	202.4	143.9	102.2	72.43	51.35	36.48	25.99	18.64	13.5	9.441	6.766	5.049	3.962	3.287	2.882	2.653	2.538	2.496	2.502	2.539	2.598	2.67	2.752	2.841	2.934	3.031	3.132	3.235	3.34	3.448	3.557	3.668	3.781	3.896	4.013	4.131	4.251	4.373	4.497	4.621	4.748	4.877	5.007	5.139	5.273	5.408	5.545	5.684	5.824	5.967	6.404	6.856	7.009	7.165	7.322	7.482	7.642	7.804	7.968	8.135	8.302	8.471	8.642	8.814	8.988	9.164	9.342	9.52	9.702	9.884	10.07	10.25	10.44	10.63	10.82	11.01	11.21	11.4	11.6	11.8	12.	12.2	12.41	12.82	13.03	13.24	13.45	13.67	13.88	14.1	14.32	14.54	14.77	14.99	15.22	15.44	15.67	15.9	16.14	16.37	16.61	16.85	17.09	17.33	17.57	17.81	18.06	18.31	18.56	18.81	19.06	19.32	19.57	19.83	20.09	20.35	20.61	20.88	21.14	21.41	21.68	21.95	22.22	22.5	22.77	23.05	23.33	23.89	24.18	24.46	24.75	25.04	25.33	25.62	25.91	26.21	26.51	26.8	27.1	27.41	27.71	28.01	28.32	28.63	28.94	29.25	30.2	31.15	32.13	33.12	34.12	35.14	36.51	37.57	38.99	41.54	44.94	48.07	52.13	56.34	61.61	67.1	73.3	80.78	83.35	85.96	88.61	91.29	94.02	96.78	99.59	102.4	105.3	108.2	111.2	114.8	116.	117.2	117.8	118.3	119.	121.5	124.6	132.9	141.4	161.9	178.7	199.8	223.3	249.4	278.8	311.2	347.2	387.8	432.4	482.3	537.9	598.8	667.	743.	826.3	919.8	1023.	1136.	1261.	1399.	1551.	1719.	1902.	2104.	2324.	2565.	2827.	3114.	3423.	3759.	4121.	4511.	4929.	5375.	5850.	6350.	6875.	7426.	7994.	8576.	9162.	9749.	10320.	10850.	11370.	11850.	12250.	12550.	12710.	12710.	12530.	12130.	11490.	10570.	9884.	9384.	7896.	6152.	4230.	2220.	7.783e-49	7.78e-49	7.773e-49	7.773e-49	7.784e-49	7.803e-49	7.82e-49	7.832e-49	7.835e-49	7.841e-49	7.849e-49	7.855e-49	7.862e-49	7.868e-49	7.874e-49	7.877e-49	7.879e-49	7.881e-49	7.88e-49	7.884e-49	7.886e-49	7.887e-49	7.891e-49	7.893e-49	7.896e-49	7.898e-49	7.895e-49	7.902e-49	7.908e-49	7.913e-49	7.918e-49	7.922e-49	7.922e-49	7.924e-49	7.925e-49	7.932e-49	7.935e-49	7.94e-49	7.946e-49	7.952e-49	7.936e-49	7.953e-49	7.959e-49	7.968e-49
10	00	15	61.53	146.6	385.2	1128.	2634.	4405.	8027.	16460.	35070.	81700.	131600.	199100.	215600.	231200.	245900.	259000.	269900.	278300.	283600.	285500.	283700.	277900.	268400.	255200.	238700.	219400.	198000.	175200.	151900.	128900.	107000.	86620.	68320.	52510.	39200.	28410.	19930.	18820.	14870.	11700.	9164.	7151.	5560.	4309.	3328.	2564.	1969.	1509.	1154.	880.2	670.3	509.8	366.5	261.9	187.3	134.3	96.69	70.19	51.64	38.69	29.6	23.29	18.96	15.96	13.96	12.64	11.79	11.28	11.02	10.93	10.96	11.09	11.28	11.52	11.79	12.09	12.42	12.76	13.11	13.48	13.85	14.24	14.62	15.02	15.43	15.84	16.25	16.68	17.1	17.54	17.98	18.42	18.87	20.25	21.68	22.16	22.66	23.16	23.66	24.17	24.68	25.2	25.72	26.25	26.79	27.33	27.87	28.42	28.98	29.54	30.11	30.68	31.26	31.84	32.43	33.02	33.62	34.22	34.83	35.45	36.06	36.69	37.32	37.95	38.59	39.24	40.55	41.21	41.88	42.55	43.23	43.91	44.6	45.29	45.99	46.69	47.4	48.12	48.84	49.56	50.29	51.03	51.77	52.52	53.27	54.03	54.79	55.56	56.33	57.11	57.9	58.68	59.48	60.28	61.08	61.89	62.71	63.53	64.35	65.18	66.02	66.86	67.71	68.56	69.41	70.28	71.14	72.01	72.89	73.77	75.55	76.45	77.35	78.26	79.18	80.09	81.02	81.95	82.88	83.82	84.76	85.71	86.66	87.62	88.59	89.56	90.53	91.51	92.5	95.49	98.52	101.6	104.7	107.9	111.1	115.5	118.8	123.3	131.4	142.1	152.	164.8	178.2	194.8	212.2	231.8	255.4	263.6	271.8	280.2	288.7	297.3	306.1	314.9	323.9	333.	342.2	351.5	362.9	366.7	370.6	372.5	374.1	376.4	384.2	394.	420.2	447.2	511.9	565.1	631.7	706.2	788.7	881.5	984.2	1098.	1226.	1367.	1525.	1701.	1894.	2109.	2350.	2613.	2909.	3235.	3592.	3988.	4424.	4906.	5435.	6015.	6653.	7350.	8110.	8940.	9846.	10820.	11890.	13030.	14260.	15590.	17000.	18500.	20080.	21740.	23480.	25280.	27120.	28970.	30830.	32630.	34320.	35950.	37480.	38750.	39690.	40200.	40210.	39620.	38370.	36340.	33440.	31260.	29670.	24970.	19450.	13380.	7020.	7.783e-49	7.78e-49	7.773e-49	7.773e-49	7.784e-49	7.803e-49	7.82e-49	7.832e-49	7.835e-49	7.841e-49	7.849e-49	7.855e-49	7.862e-49	7.868e-49	7.874e-49	7.877e-49	7.879e-49	7.881e-49	7.88e-49	7.884e-49	7.886e-49	7.887e-49	7.891e-49	7.893e-49	7.896e-49	7.898e-49	7.895e-49	7.902e-49	7.908e-49	7.913e-49	7.918e-49	7.922e-49	7.922e-49	7.924e-49	7.925e-49	7.932e-49	7.935e-49	7.94e-49	7.946e-49	7.952e-49	7.936e-49	7.953e-49	7.959e-49	7.968e-49
10	00	20	77.22	185.	489.8	1453.	3441.	5818.	10770.	22680.	50260.	125700.	216400.	359700.	400000.	441400.	483900.	526500.	567700.	607200.	643700.	675200.	701300.	720200.	730600.	732100.	723800.	705600.	677600.	640500.	595300.	543600.	487400.	428300.	368400.	310200.	255100.	204800.	160100.	153800.	130200.	109800.	92210.	77120.	64260.	53360.	44170.	36450.	29990.	24610.	20150.	16450.	13410.	10900.	8398.	6426.	4908.	3743.	2852.	2173.	1659.	1271.	973.6	748.4	578.7	448.5	350.7	276.7	219.7	176.3	143.5	118.4	99.46	85.33	74.57	66.45	60.36	55.88	52.68	50.49	49.11	48.36	48.1	48.22	48.63	49.28	50.1	51.06	52.12	53.27	54.48	55.75	57.06	58.41	59.79	64.09	68.58	70.11	71.67	73.23	74.82	76.43	78.04	79.68	81.35	83.02	84.71	86.42	88.15	89.88	91.64	93.42	95.2	97.02	98.84	100.7	102.5	104.4	106.3	108.2	110.1	112.1	114.	116.	118.	120.	122.	124.1	128.2	130.3	132.4	134.5	136.7	138.8	141.	143.2	145.4	147.7	149.9	152.2	154.4	156.7	159.	161.4	163.7	166.1	168.5	170.9	173.3	175.7	178.1	180.6	183.1	185.6	188.1	190.6	193.2	195.7	198.3	200.9	203.5	206.1	208.8	211.4	214.1	216.8	219.5	222.2	225.	227.7	230.5	233.3	238.9	241.8	244.6	247.5	250.4	253.3	256.2	259.1	262.1	265.1	268.	271.	274.1	277.1	280.1	283.2	286.3	289.4	292.5	302.	311.5	321.3	331.2	341.2	351.4	365.1	375.7	389.9	415.4	449.4	480.7	521.3	563.4	616.1	671.	733.	807.8	833.5	859.6	886.1	912.9	940.2	967.8	995.9	1024.	1053.	1082.	1112.	1148.	1160.	1172.	1178.	1183.	1190.	1215.	1246.	1329.	1414.	1619.	1787.	1998.	2233.	2494.	2788.	3112.	3472.	3878.	4324.	4823.	5379.	5988.	6670.	7430.	8263.	9198.	10230.	11360.	12610.	13990.	15510.	17190.	19020.	21040.	23240.	25650.	28270.	31140.	34230.	37590.	41210.	45110.	49290.	53750.	58500.	63500.	68750.	74260.	79940.	85760.	91620.	97490.	103200.	108500.	113700.	118500.	122500.	125500.	127100.	127100.	125300.	121300.	114900.	105700.	98840.	93840.	78960.	61520.	42300.	22200.	7.783e-49	7.78e-49	7.773e-49	7.773e-49	7.784e-49	7.803e-49	7.82e-49	7.832e-49	7.835e-49	7.841e-49	7.849e-49	7.855e-49	7.862e-49	7.868e-49	7.874e-49	7.877e-49	7.879e-49	7.881e-49	7.88e-49	7.884e-49	7.886e-49	7.887e-49	7.891e-49	7.893e-49	7.896e-49	7.898e-49	7.895e-49	7.902e-49	7.908e-49	7.913e-49	7.918e-49	7.922e-49	7.922e-49	7.924e-49	7.925e-49	7.932e-49	7.935e-49	7.94e-49	7.946e-49	7.952e-49	7.936e-49	7.953e-49	7.959e-49	7.968e-49
10	00	25	96.62	232.4	619.5	1857.	4445.	7581.	14220.	30550.	69820.	184600.	334300.	598300.	679600.	766800.	861000.	961200.	1.065e6	1.173e6	1.283e6	1.391e6	1.497e6	1.596e6	1.686e6	1.762e6	1.823e6	1.864e6	1.883e6	1.878e6	1.848e6	1.792e6	1.712e6	1.609e6	1.487e6	1.349e6	1.202e6	1.049e6	895700.	872700.	782500.	698500.	620800.	549500.	484700.	426000.	373200.	325900.	283800.	246400.	213500.	184400.	159000.	136700.	111800.	90840.	73670.	59660.	48260.	39020.	31610.	25650.	20800.	16880.	13750.	11190.	9148.	7504.	6147.	5040.	4149.	3418.	2820.	2343.	1946.	1616.	1341.	1112.	923.2	767.8	642.2	540.8	459.8	395.5	345.6	306.7	276.9	254.3	237.6	225.6	217.1	211.5	208.1	206.5	206.3	211.2	221.3	225.3	229.6	234.	238.6	243.4	248.2	253.1	258.2	263.3	268.5	273.8	279.2	284.6	290.1	295.7	301.3	307.	312.7	318.5	324.4	330.3	336.3	342.2	348.3	354.5	360.7	366.9	373.2	379.5	385.9	392.4	405.5	412.1	418.8	425.5	432.3	439.1	446.	452.9	459.9	466.9	474.	481.2	488.4	495.6	502.9	510.3	517.7	525.2	532.7	540.3	547.9	555.6	563.3	571.1	579.	586.8	594.8	602.8	610.8	618.9	627.1	635.3	643.5	651.8	660.2	668.6	677.1	685.6	694.1	702.8	711.4	720.1	728.9	737.7	755.5	764.5	773.5	782.6	791.8	800.9	810.2	819.5	828.8	838.2	847.6	857.1	866.6	876.2	885.9	895.6	905.3	915.1	925.	954.9	985.2	1016.	1047.	1079.	1111.	1155.	1188.	1233.	1314.	1421.	1520.	1648.	1782.	1948.	2122.	2318.	2554.	2636.	2718.	2802.	2887.	2973.	3061.	3149.	3239.	3330.	3422.	3515.	3629.	3667.	3706.	3725.	3741.	3764.	3842.	3940.	4202.	4472.	5119.	5651.	6317.	7062.	7887.	8815.	9842.	10980.	12260.	13670.	15250.	17010.	18940.	21090.	23500.	26130.	29090.	32350.	35920.	39880.	44240.	49060.	54350.	60150.	66530.	73500.	81100.	89400.	98460.	108200.	118900.	130300.	142600.	155900.	170000.	185000.	200800.	217400.	234800.	252800.	271200.	289700.	308300.	326300.	343200.	359500.	374800.	387500.	396900.	402000.	402100.	396200.	383700.	363400.	334400.	312600.	296700.	249700.	194500.	133800.	70200.	7.783e-49	7.78e-49	7.773e-49	7.773e-49	7.784e-49	7.803e-49	7.82e-49	7.832e-49	7.835e-49	7.841e-49	7.849e-49	7.855e-49	7.862e-49	7.868e-49	7.874e-49	7.877e-49	7.879e-49	7.881e-49	7.88e-49	7.884e-49	7.886e-49	7.887e-49	7.891e-49	7.893e-49	7.896e-49	7.898e-49	7.895e-49	7.902e-49	7.908e-49	7.913e-49	7.918e-49	7.922e-49	7.922e-49	7.924e-49	7.925e-49	7.932e-49	7.935e-49	7.94e-49	7.946e-49	7.952e-49	7.936e-49	7.953e-49	7.959e-49	7.968e-49
10	00	30	120.7	291.4	780.6	2359.	5698.	9785.	18540.	40480.	94780.	261600.	493200.	934900.	1.079e6	1.239e6	1.418e6	1.616e6	1.829e6	2.061e6	2.311e6	2.572e6	2.848e6	3.13e6	3.412e6	3.692e6	3.96e6	4.21e6	4.433e6	4.619e6	4.761e6	4.851e6	4.882e6	4.85e6	4.752e6	4.588e6	4.362e6	4.08e6	3.751e6	3.697e6	3.475e6	3.251e6	3.029e6	2.81e6	2.598e6	2.393e6	2.197e6	2.011e6	1.835e6	1.669e6	1.515e6	1.372e6	1.239e6	1.117e6	958600.	817900.	696700.	592700.	503600.	428000.	364200.	310600.	264500.	225500.	192900.	164800.	141300.	121600.	104400.	89690.	77270.	66540.	57300.	49620.	42860.	36910.	31630.	26990.	22900.	19320.	16260.	13630.	11390.	9494.	7925.	6614.	5528.	4630.	3898.	3302.	2817.	2423.	2103.	1847.	1639.	1232.	1038.	1003.	976.5	956.9	942.4	932.3	925.8	922.5	922.3	924.6	928.9	934.9	942.4	951.4	961.9	973.5	986.	999.5	1014.	1029.	1044.	1060.	1077.	1094.	1112.	1130.	1148.	1167.	1186.	1205.	1224.	1244.	1285.	1305.	1326.	1347.	1368.	1390.	1411.	1433.	1455.	1477.	1499.	1522.	1545.	1568.	1591.	1614.	1637.	1661.	1685.	1709.	1733.	1757.	1781.	1806.	1831.	1856.	1881.	1906.	1932.	1957.	1983.	2009.	2035.	2061.	2088.	2114.	2141.	2168.	2195.	2222.	2250.	2277.	2305.	2333.	2389.	2418.	2446.	2475.	2504.	2533.	2562.	2591.	2621.	2651.	2680.	2710.	2741.	2771.	2801.	2832.	2863.	2894.	2925.	3020.	3115.	3213.	3312.	3412.	3514.	3651.	3757.	3899.	4154.	4494.	4807.	5213.	5634.	6161.	6710.	7330.	8078.	8335.	8596.	8861.	9129.	9402.	9678.	9959.	10240.	10530.	10820.	11120.	11480.	11600.	11720.	11780.	11830.	11900.	12150.	12460.	13290.	14140.	16190.	17870.	19980.	22330.	24940.	27880.	31120.	34720.	38780.	43240.	48230.	53790.	59880.	66700.	74300.	82630.	91980.	102300.	113600.	126100.	139900.	155100.	171900.	190200.	210400.	232400.	256500.	282700.	311400.	342300.	375900.	412100.	451100.	492900.	537500.	585000.	635000.	687500.	742600.	799400.	857600.	916200.	974900.	1.032e6	1.085e6	1.137e6	1.185e6	1.225e6	1.255e6	1.271e6	1.271e6	1.253e6	1.213e6	1.149e6	1.057e6	988400.	938400.	789600.	615200.	423000.	222000.	7.783e-49	7.78e-49	7.773e-49	7.773e-49	7.784e-49	7.803e-49	7.82e-49	7.832e-49	7.835e-49	7.841e-49	7.849e-49	7.855e-49	7.862e-49	7.868e-49	7.874e-49	7.877e-49	7.879e-49	7.881e-49	7.88e-49	7.884e-49	7.886e-49	7.887e-49	7.891e-49	7.893e-49	7.896e-49	7.898e-49	7.895e-49	7.902e-49	7.908e-49	7.913e-49	7.918e-49	7.922e-49	7.922e-49	7.924e-49	7.925e-49	7.932e-49	7.935e-49	7.94e-49	7.946e-49	7.952e-49	7.936e-49	7.953e-49	7.959e-49	7.968e-49
