r[kpc] density [N/cm^3]  wolfire 2003 "neutral atomic phases of the interellar medium in the galaxy"
0.0		15000
0.2		14454
0.4		14125
0.9		13183
2.4		10839
5.0		8128
7.7		6166
10.1		4467
11.2		3467
12.1		3162
13.5		2754
14.9		2399
16.0		2506
18.1		2239
