r in kpc | HI mass in Sunmass per pc^2 wolfire 2003
0.0 4.0
0.5 4.0
1.0 4.0
1.5 4.0
2.0 4.0
2.5 4.0
3.0 4.375
3.5 4.4375
4.0 4.5
4.5 4.5625
5.0 4.625
5.5 4.6875
6.0 4.75
6.5 4.8125
7.0 4.875
7.5 4.9375
8.0 5.0
8.5 5.0625
9.0 5.125
9.5 5.1875
10.0 5.25
10.5 5.3125
11.0 5.375
11.5 5.4375
12.0 5.5
12.5 5.5625
13.0 5.625
13.5 4.0
14.0 4.0
14.5 4.0
15.0 4.0
15.5 4.0
16.0 4.0
16.5 4.0
17.0 4.0
17.5 4.0
18.0 4.0
18.5 4.0
